label,cage.number,cage.treatment ,pheno.treatment ,replicate,236,240,244,260,264,268,284,288,292,308,312,316,332,336,340,356,364,380,388,404,412,428
PA1-N-1,PA1,L,N,1,0,0,0,0,0,0,1,1,1,2,1,2,8,8,3,4,3,3,2,4,0,0
PA1-N-2,PA1,L,N,2,0,0,0,0,0,0,0,1,0,1,2,3,5,12,6,8,2,3,1,1,0,0
PA1-F-1,PA1,L,F,1,0,0,0,0,0,0,1,0,0,1,3,5,13,5,5,5,0,0,0,0,0,0
PA1-F-2,PA1,L,F,2,0,0,0,0,0,0,0,1,0,1,4,6,12,10,5,5,1,3,0,0,0,0
PA1-I-1,PA1,L,I,1,0,0,0,0,1,0,0,1,0,4,6,12,10,3,1,1,0,0,0,0,0,0
PA1-I-2,PA1,L,I,2,0,0,0,0,0,0,3,1,0,6,10,8,5,0,0,0,0,0,1,0,0,0
PA1-S-1,PA1,L,S,1,0,0,0,0,0,0,2,1,1,2,1,6,14,9,5,9,0,0,2,0,0,0
PA1-S-2,PA1,L,S,2,0,0,0,0,0,0,0,1,1,2,7,9,12,5,4,2,7,1,2,0,1,0
PA2-N-1,PA2,L,N,1,0,0,0,0,0,0,0,0,0,0,3,1,4,1,2,3,7,5,5,6,2,0
PA2-N-2,PA2,L,N,2,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,7,6,5,1,2,0,0
PA2-F-1,PA2,L,F,1,0,0,0,0,0,0,0,0,0,9,7,3,6,9,5,3,2,3,1,1,0,0
PA2-F-2,PA2,L,F,2,0,0,0,0,0,0,0,2,0,3,8,6,7,8,6,7,6,4,2,0,0,0
PA2-I-1,PA2,L,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,6,1,0,1,0,0
PA2-I-2,PA2,L,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,5,1,1,2,0,0
PA2-S-1,PA2,L,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,1,1,0,2,0,0
PA2-S-2,PA2,L,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,2,1,1,1,0,0
PA3-N-1,PA3,L,N,1,0,0,0,0,0,0,0,0,0,0,0,1,6,8,4,12,3,2,0,0,1,0
PA3-N-2,PA3,L,N,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,6,9,2,2,0,0,0
PA3-F-1,PA3,L,F,1,0,0,0,0,0,0,0,0,0,0,0,1,7,15,5,6,2,2,0,0,0,0
PA3-F-2,PA3,L,F,2,0,0,0,0,0,0,0,0,0,0,1,0,13,16,7,7,3,2,0,0,0,0
PA3-I-1,PA3,L,I,1,0,0,0,0,0,0,1,2,2,4,9,10,9,1,0,0,0,0,0,0,0,0
PA3-I-2,PA3,L,I,2,0,0,0,0,0,0,0,0,1,6,5,5,10,2,1,1,0,0,0,0,0,0
PA3-S-1,PA3,L,S,1,0,0,0,0,0,0,0,1,0,0,1,5,8,6,5,2,4,2,2,1,1,0
PA3-S-2,PA3,L,S,2,0,0,0,0,0,0,0,0,2,8,7,6,18,6,6,4,4,1,0,2,0,0
PA5-N-1,PA5,L,N,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,15,9,7,4,6,1,0
PA5-N-2,PA5,L,N,2,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,14,11,5,2,2,0,0
PA5-F-1,PA5,L,F,1,0,0,0,0,0,0,0,0,0,1,10,5,18,12,8,10,0,0,1,0,0,0
PA5-F-2,PA5,L,F,2,0,0,0,0,0,0,0,0,0,0,4,4,17,15,5,4,4,1,0,0,0,0
PA5-I-1,PA5,L,I,1,0,0,0,0,0,0,0,0,0,0,0,3,12,6,6,10,1,1,2,0,0,0
PA5-I-2,PA5,L,I,2,0,0,0,0,0,0,0,0,0,1,4,4,14,11,7,7,3,3,1,0,0,0
PA5-S-1,PA5,L,S,1,0,0,0,0,0,0,0,0,0,1,1,10,12,6,12,5,1,1,0,0,1,0
PA5-S-2,PA5,L,S,2,0,0,0,0,0,0,0,0,0,0,3,2,11,10,4,15,9,9,4,1,0,0
E2-N-1,E2,F,N,1,0,0,0,0,0,0,0,0,0,0,2,3,7,8,4,5,0,0,0,1,0,0
E2-N-2,E2,F,N,2,0,0,0,0,0,0,0,0,0,0,1,1,13,5,2,3,4,1,0,0,0,0
E2-F-1,E2,F,F,1,0,0,0,0,0,0,0,0,0,0,7,5,11,3,3,2,0,0,0,0,0,0
E2-F-2,E2,F,F,2,0,0,0,0,0,0,0,0,1,0,5,6,9,4,0,2,1,0,0,0,0,0
E2-I-1,E2,F,I,1,0,0,0,0,0,0,0,0,1,1,3,6,12,3,3,0,0,0,0,0,0,0
E2-I-2,E2,F,I,2,0,0,0,0,0,0,0,0,1,2,5,7,13,2,3,3,0,1,0,0,0,0
E2-S-1,E2,F,S,1,0,0,0,0,0,0,0,0,0,0,7,5,9,6,0,1,1,0,0,0,0,0
E2-S-2,E2,F,S,2,0,0,0,0,0,0,0,0,0,1,10,7,15,5,2,2,0,0,0,0,0,0
E4-N-1,E4,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,6,2,1,0,0,0
E4-N-2,E4,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,9,4,6,2,1,0,0
E4-F-1,E4,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,12,5,1,1,1,2,0
E4-F-2,E4,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,8,2,0,1,1,0,0
E4-I-1,E4,F,I,1,0,0,0,0,0,0,0,0,0,0,1,0,7,7,8,10,5,1,0,0,0,0
E4-I-2,E4,F,I,2,0,0,0,0,0,0,0,0,0,0,1,1,14,8,5,3,2,1,0,0,1,0
E4-S-1,E4,F,S,1,0,0,0,0,0,0,0,0,0,0,0,0,14,7,10,13,6,5,3,0,0,0
E4-S-2,E4,F,S,2,0,0,0,0,0,0,0,0,0,0,0,1,14,8,5,4,0,0,0,0,0,0
E5-N-1,E5,F,N,1,0,0,0,0,0,0,0,0,0,0,1,0,12,7,5,8,3,1,0,1,0,0
E5-N-2,E5,F,N,2,0,0,0,0,0,0,1,0,0,0,0,2,20,10,4,0,1,0,1,1,1,0
E5-F-1,E5,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,1,3,0,0,0,0,0
E5-F-2,E5,F,F,2,0,0,0,0,0,0,0,0,0,0,1,0,12,2,6,4,4,1,1,0,0,0
E5-I-1,E5,F,I,1,0,0,0,0,0,0,0,0,0,1,1,7,9,4,0,0,0,0,0,0,0,0
E5-I-2,E5,F,I,2,0,0,0,0,0,0,0,0,0,0,7,1,11,4,9,7,2,3,1,0,0,0
E5-S-1,E5,F,S,1,0,0,0,0,0,0,0,0,0,1,9,15,10,1,1,3,0,0,0,0,0,0
E5-S-2,E5,F,S,2,0,0,0,0,0,0,0,0,0,0,7,5,9,2,0,1,0,0,0,0,0,0
E6-N-1,E6,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,0,0
E6-N-2,E6,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0
E6-F-1,E6,F,F,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,11,11,8,1,0,0,0
E6-F-2,E6,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,4,3,0,2,0,0
E6-I-1,E6,F,I,1,0,0,0,0,0,0,0,0,0,0,2,4,20,7,1,2,1,1,0,0,0,0
E6-I-2,E6,F,I,2,0,0,0,0,0,0,0,0,1,10,9,6,11,3,3,3,0,0,0,0,0,0
E6-S-1,E6,F,S,1,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,2,3,0,0,0,0,0
E6-S-2,E6,F,S,2,0,0,0,0,0,0,0,3,3,15,12,4,10,0,0,0,0,0,0,0,0,0
E7-N-1,E7,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,5,4,3,0
E7-N-2,E7,F,N,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,8,9,4,1,0,0
E7-F-1,E7,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,18,20,7,3,2,0,0
E7-F-2,E7,F,F,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,13,11,10,2,1,0,0
E7-I-1,E7,F,I,1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,5,15,6,1,1,0,0,0
E7-I-2,E7,F,I,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,9,7,0,2,0,0,0,0
E7-S-1,E7,F,S,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,9,1,0,0,0,0,0
E7-S-2,E7,F,S,2,0,0,0,0,0,0,0,0,0,0,3,2,13,9,6,1,0,0,0,0,0,0
E9-N-1,E9,F,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,2,3,0
E9-N-2,E9,F,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,5,3,0,0
E9-F-1,E9,F,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,2,1,2,0
E9-F-2,E9,F,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,10,11,5,1,0
E9-I-1,E9,F,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,3,1,0,0
E9-I-2,E9,F,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,5,2,0,0
E9-S-1,E9,F,S,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,20,7,4,1,0,0,0
E9-S-2,E9,F,S,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,17,11,4,0,0,0,0